3.931197822093963623e-01 3.743134438991546631e-01
5.197963714599609375e-01 5.286636948585510254e-01
4.997082352638244629e-01 4.843483865261077881e-01
5.240551829338073730e-01 5.466614961624145508e-01
5.017554163932800293e-01 4.942256510257720947e-01
4.897398352622985840e-01 4.972338676452636719e-01
-4.180721193552017212e-02 1.538907885551452637e-01
5.348027348518371582e-01 5.022637248039245605e-01
5.404435396194458008e-01 8.802109360694885254e-01
4.924994409084320068e-01 6.493340134620666504e-01
5.088049173355102539e-01 5.231425762176513672e-01
5.332662463188171387e-01 4.932514727115631104e-01
5.107898712158203125e-01 5.217015743255615234e-01
9.366364479064941406e-01 6.833269596099853516e-01
5.456770062446594238e-01 4.424264430999755859e-01
5.373756885528564453e-01 5.152663588523864746e-01
4.764505326747894287e-01 4.648726284503936768e-01
3.952659368515014648e-01 3.599433004856109619e-01
5.097922086715698242e-01 5.268632173538208008e-01
4.954326748847961426e-01 4.721386134624481201e-01
4.883360862731933594e-01 5.153160095214843750e-01
4.906538128852844238e-01 4.706608057022094727e-01
5.189785957336425781e-01 5.017591714859008789e-01
6.649342179298400879e-01 6.996499896049499512e-01
5.108261108398437500e-01 5.198133587837219238e-01
4.932838678359985352e-01 4.764217734336853027e-01
-3.073702752590179443e-02 1.194817572832107544e-01
3.161631822586059570e-01 1.605580151081085205e-01
5.605822205543518066e-01 5.936231017112731934e-01
5.518915057182312012e-01 1.664699614048004150e-01
4.114300608634948730e-01 3.988437950611114502e-01
4.718699753284454346e-01 4.839522540569305420e-01
-9.669761061668395996e-01 -9.379299283027648926e-01
-7.967227697372436523e-01 -8.999590277671813965e-01
1.882128864526748657e-01 6.997422575950622559e-01
4.535194933414459229e-01 5.142198801040649414e-01
4.505763947963714600e-01 4.683695733547210693e-01
5.846033692359924316e-01 4.516775906085968018e-01
4.852210581302642822e-01 5.337441563606262207e-01
5.030347108840942383e-01 5.247963666915893555e-01
4.198403358459472656e-01 2.055239491164684296e-02
5.338659882545471191e-01 5.258809924125671387e-01
5.196188688278198242e-01 4.975694119930267334e-01
4.670804142951965332e-01 4.775083959102630615e-01
5.229277610778808594e-01 5.096270442008972168e-01
4.951600730419158936e-01 5.131427645683288574e-01
6.583448648452758789e-01 6.840199828147888184e-01
4.865711331367492676e-01 5.107172727584838867e-01
5.108698010444641113e-01 5.390884876251220703e-01
4.816329777240753174e-01 4.941497743129730225e-01
4.629251360893249512e-01 5.098796486854553223e-01
6.108747124671936035e-01 3.895574510097503662e-01
5.077198743820190430e-01 5.109785199165344238e-01
4.859815239906311035e-01 -3.784782588481903076e-01
4.966095983982086182e-01 4.823699593544006348e-01
5.227507948875427246e-01 5.239039659500122070e-01
-4.396847635507583618e-02 1.428775489330291748e-01
4.100964963436126709e-01 3.403348624706268311e-01
4.913438260555267334e-01 5.148750543594360352e-01
1.997989863157272339e-01 2.906624078750610352e-01
4.997933506965637207e-01 5.109000205993652344e-01
5.408480763435363770e-01 5.260786414146423340e-01
5.227532982826232910e-01 5.057024359703063965e-01
5.207978487014770508e-01 5.227175354957580566e-01
3.683256506919860840e-01 2.938329577445983887e-01
4.914067983627319336e-01 4.708765447139739990e-01
4.814934432506561279e-01 4.780144393444061279e-01
4.805009663105010986e-01 4.791010618209838867e-01
4.703585803508758545e-01 5.025929212570190430e-01
6.359338760375976562e-01 7.965637445449829102e-01
5.820371508598327637e-01 5.859742760658264160e-01
4.945113360881805420e-01 5.094701647758483887e-01
4.764429628849029541e-01 5.001595020294189453e-01
4.850954711437225342e-01 5.172286629676818848e-01
4.819873273372650146e-01 5.003080964088439941e-01
2.774384915828704834e-01 -6.385394334793090820e-01
5.109398961067199707e-01 5.123660564422607422e-01
4.807624816894531250e-01 5.009136795997619629e-01
4.892637729644775391e-01 5.269855260848999023e-01
5.169472098350524902e-01 5.034945011138916016e-01
